date,open,close,high,low,volume,money
2005-08-23,1217.81,1208.53,1218.72,1197.22,2158425500.0,9470080169.0
2005-08-24,1210.15,1226.56,1231.17,1210.15,2231465800.0,9904459784.0
2005-08-25,1227.5,1232.14,1232.4,1216.06,2381082900.0,10418360392.0
2005-08-26,1232.69,1231.76,1234.45,1223.45,2385964100.0,10341122670.0
2005-08-29,1231.97,1213.55,1231.97,1206.64,2402652500.0,9968375536.0
2005-08-30,1210.61,1205.08,1212.87,1203.89,1837452700.0,8101634167.0
2005-08-31,1204.49,1222.16,1222.93,1198.37,2143698200.0,9546008428.0
2005-09-01,1223.13,1245.21,1246.14,1219.21,3328269300.0,14927116583.0
2005-09-02,1247.46,1249.3,1249.4,1239.04,2856612000.0,12771432374.0
2005-09-05,1249.55,1257.0,1257.68,1244.21,2630029100.0,11657197957.0
2005-09-06,1258.07,1232.94,1262.88,1231.61,3309316900.0,15163069517.0
2005-09-07,1230.26,1255.0,1255.29,1227.93,2823612400.0,13113885508.0
2005-09-08,1257.08,1255.16,1262.53,1245.01,3024135700.0,14436534015.0
2005-09-09,1255.25,1250.16,1265.77,1244.64,2186385200.0,10075328243.0
2005-09-12,1250.27,1248.71,1252.64,1241.53,1684394800.0,7680513342.0
2005-09-13,1248.76,1268.55,1268.81,1246.58,2554864400.0,11631084860.0
2005-09-14,1270.78,1279.23,1279.39,1265.78,3193120100.0,14913067900.0
2005-09-15,1279.5,1279.24,1281.0,1272.28,2694324700.0,12827630188.0
2005-09-16,1279.39,1274.61,1279.75,1270.04,2217471300.0,10400042049.0
2005-09-19,1275.18,1282.59,1282.96,1271.64,2438782000.0,11562432951.0
2005-09-20,1284.32,1274.24,1285.67,1266.04,3188511900.0,15004376522.0
2005-09-21,1272.4,1248.25,1272.4,1247.19,3147617700.0,14170990601.0
2005-09-22,1245.82,1218.72,1245.82,1205.3,2821293500.0,13089298649.0
2005-09-23,1215.94,1210.29,1223.63,1207.88,1856404200.0,8527728515.0
2005-09-26,1209.21,1213.51,1214.13,1205.29,1441211200.0,6831767391.0
2005-09-27,1213.52,1190.51,1216.41,1189.75,1783453300.0,8453877876.0
2005-09-28,1188.47,1188.96,1200.2,1186.06,1455238200.0,6777956727.0
2005-09-29,1191.79,1213.86,1214.16,1191.79,1824198400.0,8563882040.0
2005-09-30,1215.2,1214.01,1217.28,1208.74,1423276800.0,6890880005.0
2005-10-10,1211.97,1196.95,1211.97,1195.19,1143414000.0,5385476086.0
2005-10-11,1195.92,1216.02,1216.14,1191.62,1318537800.0,6335464310.0
2005-10-12,1216.34,1220.81,1224.89,1210.76,1811453200.0,9228519999.0
2005-10-13,1220.99,1211.08,1224.54,1210.58,1670684500.0,8546988902.0
2005-10-14,1210.84,1197.3,1212.99,1193.1,1495738600.0,7688280381.0
2005-10-17,1196.07,1188.72,1196.07,1178.84,1498326100.0,7380947696.0
2005-10-18,1188.61,1199.08,1200.01,1186.95,1862142600.0,9198011893.0
2005-10-19,1198.95,1192.34,1209.07,1190.11,1867251700.0,9015952570.0
2005-10-20,1191.14,1193.83,1194.23,1176.33,1720640600.0,8449128289.0
2005-10-21,1193.47,1199.54,1204.5,1190.02,1786307100.0,8615278755.0
2005-10-24,1199.58,1199.57,1201.99,1191.76,1712964900.0,8078723608.0
2005-10-25,1198.57,1179.48,1198.57,1178.8,1671985000.0,7990502456.0
2005-10-26,1176.83,1153.38,1176.83,1150.65,1898304300.0,8647306471.0
2005-10-27,1150.03,1154.1,1157.77,1143.15,1703991600.0,8037432278.0
2005-10-28,1153.89,1136.27,1158.5,1122.06,1775979400.0,7964599603.0
2005-10-31,1134.36,1148.88,1152.41,1133.57,1466726100.0,6470600559.0
2005-11-01,1147.65,1145.91,1150.28,1129.39,1385304100.0,6288719600.0
2005-11-02,1145.96,1161.49,1165.76,1145.96,1855680500.0,8114863265.0
2005-11-03,1161.27,1151.42,1168.46,1146.71,1675497000.0,7486674822.0
2005-11-04,1150.34,1156.45,1156.86,1143.56,1269469400.0,5930760873.0
2005-11-07,1155.91,1157.09,1157.4,1145.62,1199568000.0,5443220990.0
2005-11-08,1156.37,1166.97,1168.03,1148.49,1517200100.0,6687597670.0
2005-11-09,1167.39,1164.81,1174.29,1164.27,1655216300.0,7460002705.0
2005-11-10,1163.54,1143.92,1163.54,1141.6,1604927000.0,7085402908.0
2005-11-11,1141.18,1145.87,1150.23,1133.65,1244714400.0,5354267142.0
2005-11-14,1145.23,1144.24,1145.4,1138.3,911347600.0,3868812575.0
2005-11-15,1144.13,1143.06,1155.21,1137.77,1209080400.0,5316754739.0
2005-11-16,1142.34,1151.96,1152.39,1130.33,1252685600.0,5342928459.0
2005-11-17,1150.88,1151.32,1154.89,1146.12,1189436300.0,5119280494.0
2005-11-18,1151.55,1174.08,1180.03,1149.46,2220391300.0,9696149927.0
2005-11-21,1174.93,1177.08,1180.19,1171.15,1534868100.0,6450017837.0
2005-11-22,1176.81,1154.6,1176.81,1154.43,1452849500.0,5932158004.0
2005-11-23,1152.38,1162.13,1162.91,1149.62,1251559900.0,4969627197.0
2005-11-24,1161.72,1170.27,1175.05,1160.02,1704682200.0,7027170748.0
2005-11-25,1170.2,1172.0,1172.17,1163.8,1539991600.0,6155822695.0
2005-11-28,1170.87,1167.7,1176.7,1163.61,1276864600.0,5388175432.0
2005-11-29,1166.37,1153.07,1167.13,1151.33,1181078700.0,4831252181.0
2005-11-30,1151.3,1155.49,1155.82,1146.45,1081064100.0,4596871641.0
2005-12-01,1155.02,1154.95,1161.13,1150.39,884970000.0,4024098152.0
2005-12-02,1156.11,1150.47,1159.25,1145.47,1048263600.0,4622240210.0
2005-12-05,1149.25,1134.56,1149.25,1132.69,1106391400.0,4761056587.0
2005-12-06,1132.86,1143.63,1145.51,1129.07,1095932100.0,4843790178.0
2005-12-07,1143.62,1156.16,1156.61,1142.52,1029358100.0,4564131547.0
2005-12-08,1157.29,1154.85,1163.3,1149.18,1030291600.0,4642473461.0
2005-12-09,1154.01,1170.81,1172.01,1151.05,1332756900.0,6026528894.0
2005-12-12,1173.25,1173.83,1176.13,1166.15,1179851600.0,5419060301.0
2005-12-13,1173.2,1175.49,1177.09,1163.71,1126747000.0,5159880489.0
2005-12-14,1175.1,1183.39,1185.8,1167.38,1489677400.0,6987128656.0
2005-12-15,1183.7,1181.51,1193.45,1179.41,1666940600.0,7564254343.0
2005-12-16,1180.64,1185.7,1186.16,1176.63,1251040600.0,5779390287.0
2005-12-19,1186.07,1190.38,1193.31,1181.52,1206492600.0,5158568971.0
2005-12-20,1190.48,1195.25,1195.3,1185.37,1162806600.0,5200366161.0
2005-12-21,1194.86,1189.3,1201.67,1187.39,1220009000.0,5520689156.0
2005-12-22,1188.08,1193.99,1194.82,1184.19,1102944700.0,5152773567.0
2005-12-23,1194.5,1204.06,1204.13,1193.81,1433796700.0,6579826000.0
2005-12-26,1205.02,1216.61,1219.74,1204.54,1846511200.0,8532767793.0
2005-12-27,1217.31,1213.89,1218.02,1209.22,1556604400.0,7061765738.0
2005-12-28,1214.77,1216.8,1216.97,1208.58,1458905200.0,6560614918.0
2005-12-29,1217.31,1230.34,1230.35,1217.31,2161269700.0,10622836136.0
2005-12-30,1232.17,1220.93,1233.62,1218.75,1979782500.0,10128403641.0
2006-01-04,1223.93,1241.89,1241.93,1221.8,2300944600.0,11900751378.0
2006-01-05,1244.36,1258.71,1259.31,1241.32,2895458700.0,14620096821.0
2006-01-06,1260.31,1271.3,1277.75,1252.69,3367209500.0,16950151043.0
2006-01-09,1272.23,1277.39,1279.16,1266.68,2790087900.0,13999378101.0
2006-01-10,1277.55,1282.41,1282.57,1264.74,2594887100.0,13287600628.0
2006-01-11,1281.54,1272.25,1285.31,1264.98,2968784300.0,14833407521.0
2006-01-12,1269.85,1288.52,1289.22,1266.2,2625947800.0,12685100732.0
2006-01-13,1290.05,1283.09,1293.25,1276.24,2712831700.0,13039531990.0
2006-01-16,1282.76,1263.59,1283.03,1263.29,2477432400.0,11841593907.0
2006-01-17,1260.85,1269.39,1270.0,1259.36,1920697200.0,9310041696.0
2006-01-18,1268.44,1294.52,1295.79,1267.2,2499097300.0,11942274745.0
2006-01-19,1296.12,1312.39,1312.8,1291.32,3049808100.0,14369589512.0
2006-01-20,1311.93,1316.22,1320.05,1308.19,3133993100.0,15651347742.0
2006-01-23,1315.78,1316.64,1318.23,1304.89,2772524500.0,13705574727.0
2006-01-24,1316.93,1312.73,1322.54,1306.94,2790257500.0,15255895853.0
2006-01-25,1311.94,1318.91,1321.18,1306.39,2528937900.0,13252499585.0
2006-02-06,1324.16,1349.03,1349.07,1324.16,2791335600.0,14454608637.0
2006-02-07,1350.86,1342.81,1359.13,1330.94,3670637800.0,19072467457.0
2006-02-08,1342.89,1351.47,1353.2,1336.93,3188018800.0,16012281787.0
2006-02-09,1350.39,1331.19,1350.39,1328.39,2770972600.0,13753593812.0
2006-02-10,1331.5,1345.26,1346.43,1327.65,2539885500.0,12862890087.0
2006-02-13,1346.46,1342.18,1347.6,1329.81,2520486400.0,12684287694.0
2006-02-14,1342.23,1349.22,1349.32,1338.16,2197593900.0,10908398826.0
2006-02-15,1352.22,1362.66,1364.49,1351.51,2962861000.0,14597403386.0
2006-02-16,1361.96,1332.85,1361.96,1330.82,3158916900.0,15504477640.0
2006-02-17,1331.62,1329.38,1342.66,1327.09,2538393300.0,12443874219.0
2006-02-20,1330.17,1329.56,1341.93,1327.25,2099102600.0,10262883876.0
2006-02-21,1328.7,1351.5,1351.64,1318.55,2593977400.0,12667399523.0
2006-02-22,1351.93,1347.04,1361.36,1345.66,2786514600.0,13360720160.0
2006-02-23,1346.97,1351.79,1352.93,1336.16,2247772000.0,10509668112.0
2006-02-24,1352.43,1359.86,1360.35,1349.67,2289665800.0,11154696150.0
2006-02-27,1360.72,1360.6,1368.15,1356.72,2627252800.0,13082971445.0
2006-02-28,1358.14,1362.54,1362.97,1340.37,2323628700.0,11556178661.0
2006-03-01,1362.65,1370.46,1372.16,1361.17,2330128200.0,11594258323.0
2006-03-02,1370.5,1348.49,1371.54,1344.18,2806496200.0,14467147210.0
2006-03-03,1347.41,1356.4,1358.65,1337.96,2443260600.0,12313766516.0
2006-03-06,1355.83,1351.83,1360.17,1349.4,1997176200.0,9533872979.0
2006-03-07,1351.12,1321.88,1351.12,1319.38,2199120900.0,10382493057.0
2006-03-08,1318.62,1311.87,1320.15,1299.23,1931182500.0,9125090698.0
2006-03-09,1308.82,1306.39,1315.36,1303.74,1514603100.0,7486572570.0
2006-03-10,1306.4,1306.76,1315.45,1301.6,1388242300.0,6949176026.0
2006-03-13,1306.48,1321.23,1321.65,1306.48,1339864100.0,6612946761.0
2006-03-14,1322.03,1320.66,1324.49,1311.51,1464374800.0,7060304002.0
2006-03-15,1320.84,1337.19,1337.94,1319.72,1816669000.0,9296806475.0
2006-03-16,1337.05,1336.47,1339.71,1332.95,1800825800.0,9168705551.0
2006-03-17,1335.27,1331.63,1339.03,1327.61,1827526700.0,9025539649.0
2006-03-20,1331.78,1351.34,1351.92,1326.28,1976615100.0,9637888811.0
2006-03-21,1351.39,1353.37,1360.85,1348.06,2376478800.0,11829107877.0
2006-03-22,1352.35,1359.81,1360.03,1343.55,2192348000.0,10821734797.0
2006-03-23,1359.31,1365.81,1366.17,1352.18,2503322600.0,12523689771.0
2006-03-24,1365.5,1357.7,1371.75,1356.25,2392055000.0,12259256335.0
2006-03-27,1359.22,1358.96,1359.75,1346.19,2025877800.0,10178126050.0
2006-03-28,1358.79,1362.0,1366.04,1355.87,2471303800.0,11701268213.0
2006-03-29,1362.64,1369.02,1376.85,1359.69,3356821500.0,17065608239.0
2006-03-30,1369.3,1357.53,1372.06,1356.6,2566675700.0,13367498258.0
2006-03-31,1354.2,1361.33,1361.86,1348.15,2634694800.0,13845742583.0
2006-04-03,1361.78,1383.5,1383.52,1361.78,3233145300.0,17335481495.0
2006-04-04,1383.87,1394.18,1394.52,1378.99,3644958500.0,19687710007.0
2006-04-05,1394.99,1404.94,1406.37,1390.69,3717113000.0,19778325591.0
2006-04-06,1406.62,1404.5,1413.58,1400.71,4091285900.0,21695320397.0
2006-04-07,1405.49,1407.88,1410.27,1394.8,4001942100.0,20517704250.0
2006-04-10,1409.27,1424.76,1425.12,1404.18,4089163800.0,20319667182.0
2006-04-11,1426.75,1428.23,1432.77,1415.9,4318667900.0,22500601597.0
2006-04-12,1427.72,1426.31,1430.97,1421.39,3660946500.0,18450062342.0
2006-04-13,1425.49,1397.14,1430.72,1396.45,4068135600.0,19957960838.0
2006-04-14,1394.81,1425.67,1426.26,1393.06,3746635400.0,17832739243.0
2006-04-17,1426.96,1445.92,1451.23,1419.26,4176118600.0,20078626336.0
2006-04-18,1447.23,1452.63,1459.19,1437.0,3634416500.0,18000698004.0
2006-04-19,1456.87,1464.62,1467.88,1445.95,4007448900.0,21244067339.0
2006-04-20,1466.08,1453.38,1472.4,1443.91,4262258700.0,23473520408.0
2006-04-21,1453.42,1485.93,1489.14,1450.88,4503059400.0,24614646370.0
2006-04-24,1493.0,1479.0,1498.97,1470.94,5129559700.0,28295448270.0
2006-04-25,1474.99,1468.55,1478.45,1454.17,4236279800.0,24213574617.0
2006-04-26,1467.84,1487.35,1496.99,1466.02,4782896200.0,27692930645.0
2006-04-27,1488.87,1486.65,1494.76,1476.44,3715715800.0,20896693547.0
2006-04-28,1472.8,1511.71,1516.48,1457.92,4398619600.0,24862914680.0
2006-05-08,1518.91,1571.56,1571.66,1518.91,5097130900.0,29012746596.0
2006-05-09,1578.05,1607.36,1609.08,1572.41,6369972800.0,35989336423.0
2006-05-10,1614.17,1622.58,1631.41,1593.79,6181938000.0,35612777707.0
2006-05-11,1624.4,1613.6,1662.35,1612.29,7189463400.0,42469743310.0
2006-05-12,1608.9,1682.74,1683.13,1607.14,6742081200.0,41136743824.0
2006-05-15,1697.02,1747.44,1748.35,1686.87,8649828800.0,52052386176.0
2006-05-16,1741.7,1693.79,1762.44,1685.04,8701893200.0,52953333496.0
2006-05-17,1693.8,1706.21,1722.67,1671.32,7018700200.0,42678624345.0
2006-05-18,1692.0,1698.24,1711.8,1662.1,5992671000.0,35313199807.0
2006-05-19,1701.43,1742.93,1748.28,1690.63,7644228800.0,41215301651.0
2006-05-22,1739.98,1741.24,1758.65,1729.32,7654073100.0,43449174557.0
2006-05-23,1731.13,1685.48,1731.83,1677.43,6917600600.0,38672418214.0
2006-05-24,1691.0,1670.94,1717.09,1640.84,5670467800.0,32673664744.0
2006-05-25,1665.2,1671.61,1678.96,1642.46,4061796200.0,22857063623.0
2006-05-26,1677.17,1695.41,1696.12,1673.34,4337076600.0,24182034113.0
2006-05-29,1704.15,1731.94,1732.26,1690.18,5131305500.0,29159044704.0
2006-05-30,1738.8,1741.04,1748.14,1717.44,5240474400.0,31753609948.0
2006-05-31,1739.98,1724.34,1751.67,1710.98,5650768700.0,32935243748.0
2006-06-01,1722.76,1769.56,1770.11,1718.49,6721263700.0,38281398403.0
2006-06-02,1774.41,1754.0,1781.64,1743.13,7754772000.0,44738719184.0
2006-06-05,1753.87,1770.4,1771.1,1722.89,6657385300.0,36058695685.0
2006-06-06,1766.86,1764.85,1779.14,1757.94,5787123300.0,32008769681.0
2006-06-07,1763.95,1670.25,1763.95,1669.65,6449949400.0,36985744290.0
